Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categoría,Provincia,Departamento,Localidad,Nombre,Dirección,Piso,CP,cod_area,Teléfono,Mail,Web,Información adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,tipo_gestion,Pantallas,Butacas,espacio_INCAA,año_actualizacion
14091040,14,14091,,Salas de cine,Córdoba,Punilla,Capilla del Monte,Enrique Muiño,Sarmiento 318,s/d,5184,3548,481026,cultura@capilladelmonte.gov.ar,https://www.facebook.com/pages/Cine-Enrique-Mui%C3%B1o-Capilla-Del-Monte/314551692070477,,-3085635000,-6452587500,Localización precisa,INCAA / SInCA,Privado comercial,1,413,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Cine Arte Córdoba,27 De abril 0275,s/d,5000,351,421214,danhid12@hotmail.com,https://www.facebook.com/Cine-Arte-Cordoba-1386051238374665/,,-3141591800,-6418850700,Localización precisa,INCAA / SInCA,Privado comercial,1,210,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Cinerama,Av. Colon 345,s/d,5000,351,4210221,albertomo@arnet.com.ar,https://www.cinerama.com.ar/,,-3141215000,-6418797000,Localización precisa,INCAA / SInCA,Privado comercial,4,755,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Dinosaurio Mall,Av. Fuerza Aerea 1700,s/d,5009,351,5261500,cluduena@grupodinosaurio.com,https://www.cinesdinomall.com.ar/Inicio,,-3143036700,-6421375500,Localización precisa,INCAA / SInCA,Privado comercial,7,1385,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Gran Rex,Av. Gral. Paz 174,piso 1,5000,351,248709,granrex@yahoo.com.ar,http://cinesgranrex.com.ar/,,-3141346700,-6418551700,Localización precisa,INCAA / SInCA,Privado comercial,6,827,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Hoyts,Av. Velez Sarsfield 361,s/d,5000,s/d,57771000,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,,-3141946300,-6418881300,Localización precisa,INCAA / SInCA,Privado comercial,8,986,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Hoyts,Duarte Quiros 1400,s/d,5000,351,4803737,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/,,-3141321800,-6420438400,Localización precisa,INCAA / SInCA,Privado comercial,6,960,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Showcase,J.A. Goyechea 2851,s/d,5009,351,4880499,canigia@naiarg.com.ar,https://www.todoshowcase.com/,,-3137983000,-6421423800,Localización precisa,INCAA / SInCA,Privado comercial,12,2386,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Tao Sex,Rivadavia 219,s/d,5000,351,4232865,lucramireznur@hotmail.com,https://www.facebook.com/pg/taosex.cordoba/about/?ref=page_internal,,-3141379100,-6418186900,Localización precisa,INCAA / SInCA,Privado comercial,1,23,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Gran Rex,Rivera Indarte 139,piso 1,5000,351,4248709,granrexcba@yahoo.com.ar,http://cinesgranrex.com.ar/,,-3141390700,-6418491200,Localización precisa,INCAA / SInCA,Privado comercial,2,374,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Dinosaurio Mall,Rodriguez Del Busto 4086,s/d,5009,351,5261500,cluduena@grupodinosaurio.com,https://www.cinesdinomall.com.ar/Inicio,,-3137433100,-6422254300,Localización precisa,INCAA / SInCA,Privado comercial,7,1193,,2018
14014010,14,14014,,Salas de cine,Córdoba,Capital,Córdoba,Vip´S Cinema,Santa Rosa 212,s/d,5000,351,4265280,batty256@hotmail.com,http://usandbath.com/cine-vips-cinema-de-cordoba/,,-3141169600,-6418571100,Localización precisa,INCAA / SInCA,Privado comercial,1,44,,2018
14028050,14,14028,,Salas de cine,Córdoba,Cruz del Eje,Cruz del Eje,Aida,Thomas Edison 2126,s/d,5280,3549,423530,mhr57@hotmail.com,https://www.facebook.com/CineTeatroAidaCruzDelEje/photos/a.1650682478478134/2094015514144826/?type=1&theater,,-3072112300,-6480989800,Localización precisa,INCAA / SInCA,Privado comercial,1,444,,2018
14021140,14,14021,,Salas de cine,Córdoba,Colon,Jesus María,Las Tipas Boulevard,Ruta Nacional 9 Esq. Corrientes,s/d,5220,3525,428300,admin@lastipasboulevard.com.ar,http://www.cinesmolise.com.ar/,,-3097711700,-6408461000,Localización precisa,INCAA / SInCA,Privado comercial,3,623,,2018
14140300,14,14140,,Salas de cine,Córdoba,San Justo,Morteros,Las Tipas Boulevard,Bv. Illia 232,s/d,2421,3562,405750,admin@lastipasboulevard.com.ar,http://www.lastipasboulevard.com.ar/,,-3070991300,-6200429200,Localización precisa,INCAA / SInCA,Privado comercial,2,300,,2018
14161150,14,14161,,Salas de cine,Córdoba,Tercero Arriba,Río Tercero,Cinema Strike,Velez Sarfield 143,s/d,5850,3571,414444,analia.cruchiani@hotmail.com,http://cinemastrike.com.ar/,,-3217361600,-6411229300,Localización precisa,INCAA / SInCA,Privado comercial,2,400,,2018
14140360,14,14140,,Salas de cine,Córdoba,San Justo,San Francisco,Digital Tresd,Iturraspe 1448,s/d,2400,3564,424403,nuevocineradar@gmail.com,http://www.nuevocineradar.com.ar/,,-3142904800,-6208211800,Localización precisa,INCAA / SInCA,Privado comercial,3,620,,2018
14021280,14,14021,,Salas de cine,Córdoba,Colon,Unquillo,Espacio Incaa Unquillo,San Martin 1505,s/d,5109,3543,487307,espacioincaaunquillo@gmail.com,http://www.unquillo.gov.ar/webGF/index.html,,-3123760370,-6431209550,Localización precisa,INCAA / SInCA,Público municipal,1,220,si,2018
14098290,14,14098,,Salas de cine,Córdoba,Rio Cuarto,Vicuña Mackenna,Sala C.E.Y.A.L,Av. Carlos S. Y De 1056,s/d,6140,385,480000,ceyalcoop@ceyalcoop.com.ar,http://www.ceyalcoop.com.ar/2018/09/11/985/,,-3392201000,-6439167900,Localización precisa,INCAA / SInCA,Privado comercial,1,850,,2018
14021290,14,14021,,Salas de cine,Córdoba,Colon,Villa Allende,Showcase,Rio De Janeiro 1725,s/d,5105,3543,438314,galonso@naiarg.com.ar,https://www.todoshowcase.com/,,-3129374000,-6429076600,Localización precisa,INCAA / SInCA,Privado comercial,3,563,,2018
14091250,14,14091,,Salas de cine,Córdoba,Punilla,Villa Carlos Paz,Holly Paz,9 De julio 53,s/d,5152,3541,435924,charlymagnano@hotmail.com,https://www.holidaycinemas.com.ar/,,-3142071000,-6449995900,Localización precisa,INCAA / SInCA,Privado comercial,4,1000,,2018
14119210,14,14119,,Salas de cine,Córdoba,Rio Segundo,Villa del Rosario,Cine General Paz,Sarmiento 731,s/d,5963,3573,456011,iambrogio@hotmail.com,https://m.facebook.com/dfinelli.d.finelli?fref=ts,,-3155389100,-6353414000,Localización precisa,INCAA / SInCA,Privado comercial,1,412,,2018
14133200,14,14133,,Salas de cine,Córdoba,San Javier,Villa Dolores,Eter Cine,Felipe Erdman 145,s/d,5870,3544,610095,efernandez486@yahoo.com.ar,http://www.etercine3d.com.ar/,,-3194443700,-6519210800,Localización precisa,INCAA / SInCA,Privado comercial,2,400,,2018
14042170,14,14042,,Salas de cine,Córdoba,General San Martin,Villa María,Centro Cultural Leonardo Favio,Av. Sabattini 200,s/d,5900,11,4061440,espacioincaa555@hotmail.com,http://www.villamaria.gob.ar,,-3241081500,-6324816900,Localización precisa,INCAA / SInCA,Público municipal,1,200,si,2018
14042170,14,14042,,Salas de cine,Córdoba,General San Martin,Villa María,Sudcinemas,"Ruta Nacional 158 Km 155,5",s/d,5900,3534,4522337,sudcinemas@arnetbiz.com.ar,http://sudcinemas.com.ar/cine-wp/,,-3241003000,-6326229400,Localización precisa,INCAA / SInCA,Privado comercial,4,800,,2018
18007010,18,18007,,Salas de cine,Corrientes,Bella Vista,Bella Vista,Fantasio,Salta 1059,s/d,3432,s/d,s/d,nuevocineteatrorex@gmail.com,https://www.facebook.com/CineFantasioBellaVista/,,-2850849400,-5904546400,Localización precisa,INCAA / SInCA,Privado comercial,1,240,,2018
18021020,18,18021,,Salas de cine,Corrientes,Capital,Corrientes,Los Cines De La Costa,Av. Centenario 3535,s/d,3400,3794,472200,centenario@loscinesdelacosta.com.ar,http://shopping.loscinesdelacosta.com.ar/index.php,,-2748135900,-5876699800,Localización precisa,INCAA / SInCA,Privado comercial,4,562,,2018
18021020,18,18021,,Salas de cine,Corrientes,Capital,Corrientes,Cinemacenter,Av. Pedro Ferre Y Chacabuco,s/d,3400,3794,423400,centercorrientes@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-2746464000,-5881063500,Localización precisa,INCAA / SInCA,Privado comercial,5,1140,,2018
18035020,18,18035,,Salas de cine,Corrientes,Curuzu Cuatia,Curuzu Cuatiá,Sociedad Rural,Beron De Astrada 641,s/d,3460,s/d,s/d,nuevocineteatrorex@gmail.com,http://cinedelarural.com.ar,,-2979047300,-5805447400,Localización precisa,INCAA / SInCA,Privado comercial,1,300,,2018
18021020,18,18021,,Salas de cine,Corrientes,Capital,Corrientes,Costanera,Carlos Pellegrini 451/311,s/d,3400,3794,472200,costanera@loscinesdelacosta.com.ar,http://www.loscinesdelacosta.com.ar/,,-2746475200,-5884301500,Localización precisa,INCAA / SInCA,Privado comercial,2,358,,2018
18084020,18,18084,,Salas de cine,Corrientes,Ituzaingo,Ituzaingó,Leonardo Favio,Corrientes 1715,s/d,3302,3786,404273,wilfredodavid_50@hotmail.com,https://www.facebook.com/pg/CINEITU/about/,,-2758568700,-5668698500,Localización precisa,INCAA / SInCA,Público municipal,1,200,si,2018
18070020,18,18070,,Salas de cine,Corrientes,Goya,Goya,Cines De La Costa,España 659,s/d,3450,3794,472200,costanera@loscinesdelacosta.com.ar,www.micartelera.com.ar/cines.asp?id=3,,-2914428300,-5926674100,Localización precisa,INCAA / SInCA,Privado comercial,2,370,,2018
18119030,18,18119,,Salas de cine,Corrientes,Paso de los Libres,Paso de los Libres,Cine Teatro Opera,Los 108 941,s/d,3230,3772,424404,imc@mplibres.gob.ar,https://www.facebook.com/pg/Cineoperacorrientes/about/?ref=page_internal,,-2971371010,-5708556010,Localización precisa,INCAA / SInCA,Privado comercial,1,200,,2018
30056070,30,30056,,Salas de cine,Entre Ríos,Gualeguaychu,Gualeguaychú,Cinema Gualeguaychú,25 De mayo 1383,s/d,2820,263,4553653,cebriancine@gmail.com,http://cinemagualeguaychu.com,,-3300993700,-5852547400,Localización precisa,INCAA / SInCA,Privado comercial,1,330,,2018
30084070,30,30084,,Salas de cine,Entre Ríos,Parana,Crespo,Salón Teatro Municipal,25 De mayo 0943,s/d,3116,343,4951160,municres@gmail.com,http://www.crespo.gov.ar,,-3203123100,-6030582800,Localización precisa,INCAA / SInCA,Público municipal,1,180,,2018
30028010,30,30028,,Salas de cine,Entre Ríos,Federacion,Chajarí,Cine Gran Libertad,3 De febrero 3060,s/d,3228,11,49899707,gerenciagranlibertad@gmail.com,http://cinegranlibertad.com/sala/gran-libertad/alias/chaj,,-3075941500,-5798492900,Localización precisa,INCAA / SInCA,Privado comercial,1,400,,2018
30084160,30,30084,,Salas de cine,Entre Ríos,Parana,Paraná,Cine Complejo Círculo,Andres Pazos 339,s/d,3100,343,4233222,v-vieiro@hotmail.com,https://www.cinecirculo.com.ar/,,-3173292900,-6052463100,Localización precisa,INCAA / SInCA,Privado comercial,2,300,,2018
30008020,30,30008,,Salas de cine,Entre Ríos,Colon,Colón,Starlight,Calle 12 De Abril 287,s/d,3280,3447,424481,samanthaeventos@hotmail.com,https://www.facebook.com/pg/StarlightCineColon/about/?ref=page_internal,,-3222154000,-5813871300,Localización precisa,INCAA / SInCA,Privado comercial,2,154,,2018
30049040,30,30049,,Salas de cine,Entre Ríos,Gualeguay,Gualeguay,Altos Del Gualeguay,Rocamora 33,s/d,2840,3444,453306,legales@nefroargentina.com.ar,https://www.facebook.com/pg/CineAltosDeGualeguay/about/?ref=page_internal,,-3315032300,-5931160900,Localización precisa,INCAA / SInCA,Privado comercial,1,198,,2018
30008090,30,30008,,Salas de cine,Entre Ríos,Colon,San José,Cine Urquiza,25 De mayo 1849,s/d,3283,343,4320151,nuevocineteatrorex@gmail.com,http://www.cineurquiza.com.ar,,-3221251500,-5821790100,Localización precisa,INCAA / SInCA,Privado comercial,1,250,,2018
30105060,30,30105,,Salas de cine,Entre Ríos,Victoria,Victoria,Cine Teatro Victoria,Alem 64,s/d,3153,343,6421005,culturamdv@gmail.com,https://www.cinesargentinos.com.ar/complejo/sala-municipal-cine-teatro-victoria/,,-3262022470,-6015723860,Localización precisa,INCAA / SInCA,Público municipal,1,299,si,2018
30015060,30,30015,,Salas de cine,Entre Ríos,Concordia,Concordia,Teatro Gran Odeon,Entre Rios 567,s/d,3200,345,4224758,fernandaaragon@fundacionodeon.com.ar,http://www.fundacionodeon.com.ar,,-3139815100,-5801899900,Localización precisa,INCAA / SInCA,Privado comercial,1,664,,2018
30098040,30,30098,,Salas de cine,Entre Ríos,Uruguay,Concepción del Uruguay,Cine Teatro San Martin,Estrada 820,s/d,3260,3442,426145,estudiocginepro@gmail.com,https://www.facebook.com/cinesanmartin/,,-3248000000,-5823515600,Localización precisa,INCAA / SInCA,Privado comercial,1,457,,2018
30008020,30,30008,,Salas de cine,Entre Ríos,Colon,Villa Elisa,Centro Cultural La Fragua,Hector De Elia 1489,s/d,3265,3447,481779,asociacioncivillafragua@gmail.com,https://www.facebook.com/pg/asociacioncivillafragua/about/?ref=page_internal,,-3216527110,-5840008700,Localización precisa,INCAA / SInCA,Público municipal,1,70,si,2018
30084160,30,30084,,Salas de cine,Entre Ríos,Parana,Paraná,Cine Rex,Monte Caseros 266,s/d,3100,343,4320151,nuevocinerex@gmail.com,https://www.cinerexparana.com/,,-3173557900,-6053082000,Localización precisa,INCAA / SInCA,Privado comercial,3,434,,2018
30113080,30,30113,,Salas de cine,Entre Ríos,Villaguay,Villaguay,Fundación Emilio Berisso,San Martin 540,s/d,3240,3455,414428,cineteatroberisso@gmail.com,https://www.facebook.com/pg/CineBerisso/about/?ref=page_internal,,-3186511500,-5902743300,Localización precisa,INCAA / SInCA,Privado comercial,1,350,,2018
34014020,34,34014,,Salas de cine,Formosa,Formosa,Formosa,Cine Teatro Italia,Av. 25 De Mayo 353,s/d,3600,3717,436447,cineteatroitalia@formosa.gov.ar,https://www.facebook.com/cine.italia/,,-2618299644,-5816838024,Localización precisa,INCAA / SInCA,Público provincial,1,565,si,2018
34014020,34,34014,,Salas de cine,Formosa,Formosa,Formosa,Avenida,Av. Juan Domingo Peron 757,s/d,3600,3704,420255,jimecaceres@hotmail.com,https://www.facebook.com/pg/Cines-Avenida-112830095434025/about/?ref=page_internal,,-2616949700,-5818148300,Localización precisa,INCAA / SInCA,Privado comercial,3,619,,2018
38094050,38,38094,,Salas de cine,Jujuy,Tilcara,Tilcara,Barbarita Cruz,Belgrano 547,s/d,4624,388,4955462,musica@imagine.com.ar,https://capectilcara.com/,,-2357710500,-6539396100,Localización precisa,INCAA / SInCA,Privado independiente,1,120,si,2018
38021060,38,38021,,Salas de cine,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Cine Auditorium,Independencia Esq. Italia S/N,s/d,4600,388,4632908,cineauditoriumjujuy@gmail.com,https://www.facebook.com/CineAuditoriumJujuyINCAAMercosur/,,-2418725200,-6529285100,Localización precisa,INCAA / SInCA,Otros,1,201,,2018
38042040,38,38042,,Salas de cine,Jujuy,Palpala,Palpala,Cine Teatro Altos Hornos Zapla,Av. Rio De La Plata 383,s/d,4612,388,4276689,claudio.caceres@imdpalpala.gob.ar,https://www.facebook.com/pg/CineAHZ/about/?ref=page_internal,,-2425759260,-6521309500,Localización precisa,INCAA / SInCA,Privado comercial,1,1100,si,2018
38021060,38,38021,,Salas de cine,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Cine Teatro Alfa,Patricias Argentinas 360,s/d,4600,388,4230426,cinealfajujuy@hotmail.com,https://twitter.com/cineteatroalfa,,-2418449400,-6531115600,Localización precisa,INCAA / SInCA,Privado comercial,2,856,,2018
42007010,42,42007,,Salas de cine,La Pampa,Atreuco,Doblas,Centro Cultural Doblas,Cordoba 670,s/d,6305,2953,492102,culturaydeportedoblas@cosedo.com.ar,s/d,,-3715213900,-6401129800,Localización precisa,INCAA / SInCA,Público municipal,1,114,,2018
42021020,42,42021,,Salas de cine,La Pampa,Capital,Santa Rosa,Milenium,Escalante 270,s/d,6300,295,4773833,cineamadeus@yahoo.com.ar,https://www.facebook.com/pages/Cine-Milenium/321221581543378,,-3662312200,-6429479700,Localización precisa,INCAA / SInCA,Privado comercial,1,352,,2018
42105030,42,42105,,Salas de cine,La Pampa,Maraco,Gral. Pico,Espacio Incaa-Cine & Teatro Pico,Calle 17 957,s/d,6360,2302,421776,italianaxx@speedy.com.ar,http://www.picocine.com.ar/,,-3566053020,-6375286950,Localización precisa,INCAA / SInCA,Privado comercial,1,534,si,2018
42105030,42,42105,,Salas de cine,La Pampa,Maraco,Gral. Pico,Cine Gran Pampa,Calle 20 642,s/d,6360,2302,421776,italianaxx@speedy.com.ar,https://cines.com › Inicio › La Pampa › General Pico,,-3565898200,-6375393500,Localización precisa,INCAA / SInCA,Privado comercial,1,730,,2018
42021020,42,42021,,Salas de cine,La Pampa,Capital,Santa Rosa,Amadeus,Coronel Gil 31,s/d,6300,2954,458160,administracion@cinedonbosco3d.com.ar, www.cineamadeus.com.ar/,,-3661990400,-6428990200,Localización precisa,INCAA / SInCA,Privado comercial,1,223,,2018
42021020,42,42021,,Salas de cine,La Pampa,Capital,Santa Rosa,Espacio Incaa Santa Rosa,Quintana 172,s/d,6300,2954,772893,contablecultura.santarosa@hotmail.com,https://www.facebook.com/Espacio-INCAA-Santa-Rosa-715759378505317/,,-3661882750,-6429339990,Localización precisa,INCAA / SInCA,Público municipal,1,118,si,2018
46042010,46,46042,,Salas de cine,La Rioja,Chilecito,Chilecito,Cinema,La Plata Y 19 De Febrero,s/d,5360,380,4626907,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,,-2916301100,-6749568800,Localización precisa,INCAA / SInCA,Privado comercial,2,216,,2018
46014010,46,46014,,Salas de cine,La Rioja,Capital,La Rioja,Cinemacenter,Av. Abel Bazan Y Bustos 710,s/d,5300,3804,461893,centerlarioja@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-2941152524,-6685814976,Localización precisa,INCAA / SInCA,Privado comercial,4,769,,2018
46014010,46,46014,,Salas de cine,La Rioja,Capital,La Rioja,Espacio 73,Catamarca 73,s/d,5300,3804,468432,coord.mediosaudiovisuales@gmail.com,http://www.culturalarioja.gob.ar,,-2941285200,-6685932760,Localización precisa,INCAA / SInCA,Público nacional,1,128,si,2018
46014010,46,46014,,Salas de cine,La Rioja,Capital,La Rioja,Cinema,Pelagio Luna 960,s/d,5300,3804,463383,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,,-2941279900,-6686169300,Localización precisa,INCAA / SInCA,Privado comercial,2,292,,2018
46014010,46,46014,,Salas de cine,La Rioja,Capital,La Rioja,Cinema,San Martin 62,s/d,5300,3804,463386,ericontadoralinares@gmail.com,http://cinema3dlarioja.com/,,-2941478000,-6685770100,Localización precisa,INCAA / SInCA,Privado comercial,1,72,,2018
50049050,50,50049,,Salas de cine,Mendoza,Las Heras,Las Heras,Tadicor Las Heras,Juan Dragui Lucero 1450,s/d,5539,351,4864350,pcavallero@tadicor.com,http://www.tadicor.com/Cines.php,,-3285318900,-6880814800,Localización precisa,INCAA / SInCA,Privado comercial,2,284,,2018
50098100,50,50098,,Salas de cine,Mendoza,San Martin,San Martín,Tadicor San Martin,Lateral Sur Ruta Nacional 7 Sin Nro,s/d,5570,351,4864350,pcavallero@tadicor.com,htpp:/www.tadicor.com sección cines,,-3285346800,-6880818400,Localización precisa,INCAA / SInCA,Privado comercial,2,302,,2018
50098100,50,50098,,Salas de cine,Mendoza,San Martin,San Martín,Cine Cervantes San Martin,9 De julio 0187,s/d,5570,2634,432786,cebriancine@gmail.com,http://www.cinecervantes.com,,-3308092800,-6847159600,Localización precisa,INCAA / SInCA,Privado comercial,1,328,,2018
50007010,50,50007,,Salas de cine,Mendoza,Capital,Mendoza,Microcine Municipal David Einsenchlas,9 De julio 0500,Subsuelo,5500,261,4495184,microcinemunicipal@gmail.com//elvuelocine@gmail.com,s/d,,-3289656300,-6884248800,Localización precisa,INCAA / SInCA,Público municipal,1,115,,2018
50007010,50,50007,,Salas de cine,Mendoza,Capital,Mendoza,Village,Av. Acceso Este 3280 Lateral Norte,s/d,5521,261,4616161,village.mendoza@village.com.ar,https://www.villagecines.com/,,-3290203700,-6879800300,Localización precisa,INCAA / SInCA,Privado comercial,10,2344,,2018
50021010,50,50021,,Salas de cine,Mendoza,Godoy Cruz,Godoy Cruz,Ctro Cultural Cine Plaza,Colon 27,s/d,5501,261,4133255,cineplaza@godoycruz.gov.ar,https://www.godoycruz.gob.ar/,,-3292485800,-6884497500,Localización precisa,INCAA / SInCA,Público municipal,1,1000,,2018
50070060,50,50070,,Salas de cine,Mendoza,Maipu,Maipú,Village,Emilio Civit Y Maza,s/d,5515,261,4616161,village.maipu@village.com.ar,https://www.villagecines.com/,,-3297484300,-6879617800,Localización precisa,INCAA / SInCA,Privado comercial,5,949,,2018
50007010,50,50007,,Salas de cine,Mendoza,Capital,Mendoza,Cinemacenter,Las Cañas 1833,s/d,5519,261,4598173,centermendoza@cinemacenter.com.ar,http://www.cinemacenter.com.ar/,,-3291257600,-6882026200,Localización precisa,INCAA / SInCA,Privado comercial,6,1361,,2018
50007010,50,50007,,Salas de cine,Mendoza,Capital,Mendoza,Porky`S,Lavalle 32,Piso 1,5500,261,4288740,gabrielmontes67@hotmail.com,https://www.facebook.com/pg/CINE-XXX-Porkis-Mendoza-287672825017939/about/?ref=page_internal,,-3288851800,-6883826400,Localización precisa,INCAA / SInCA,Privado comercial,1,70,,2018
50084140,50,50084,,Salas de cine,Mendoza,Rivadavia,Rivadavia,Centro Cultural Juan Centorbi,Lavalle 740,s/d,5577,2623,4442619,ggvalverde@hotmail.com,https://www.mendozaeventos.com/lugar/122/1/centro-cultural-municipal-juan-centorbi,,-3319337800,-6846537000,Localización precisa,INCAA / SInCA,Público municipal,1,963,,2018
50007010,50,50007,,Salas de cine,Mendoza,Capital,Mendoza,Cine Universidad,Maza 240 Entre Mitre Y Av. España,s/d,5500,11,6259251,armandoluisgonzalez70@gmail.com,http://cine.uncuyo.edu.ar/,,-3288854700,-6883739500,Localización precisa,INCAA / SInCA,Público nacional,2,350,,2018
50070060,50,50070,,Salas de cine,Mendoza,Maipu,Maipú,Cine Teatro Imperial,Pablo Pescara Y Peron,s/d,5515,261,4815634,cine_taller@hotmail.com,https://www.facebook.com/pg/Cineteatroimperial/about/?ref=page_internal,,-3298293032,-6878722763,Localización precisa,INCAA / SInCA,Privado comercial,1,600,si,2018
50028020,50,50028,,Salas de cine,Mendoza,Guaymallen,Guaymallen,Cine Teatro Armando Tejada Gómez,Pedro Molina 110,s/d,5519,261,4453515,cineteatrorecreo@yahoo.com.ar,https://www.facebook.com/cineteatrorecreo.guaymallen/photos/a.595121797331400/595121603998086/?type=1&theater,,-3287926150,-6882681570,Localización precisa,INCAA / SInCA,Público municipal,1,250,si,2018
50077040,50,50077,,Salas de cine,Mendoza,Malargue,Malargüe,Sala Maitén,Ruta 40 Norte Y Pje Orteguina,s/d,5613,2604,470027,cinemaiten@malargue.gov.ar,https://www.malargue.gov.ar/?cat=735,,-3548035000,-6958467000,Localización precisa,INCAA / SInCA,Público municipal,1,160,,2018
50021010,50,50021,,Salas de cine,Mendoza,Godoy Cruz,Godoy Cruz,Cinemark,Ruta Panamericana 2650,s/d,5501,s/d,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar,,-3295253700,-6885568400,Localización precisa,INCAA / SInCA,Privado comercial,10,1681,,2018
50105210,50,50105,,Salas de cine,Mendoza,San Rafael,San Rafael,Cine Amelix,San Martin 139,s/d,5600,2064,427171,cineamelix@gmail.com,https://www.facebook.com/CineAmelix/,,-3461461300,-6832930500,Localización precisa,INCAA / SInCA,Privado comercial,2,359,,2018
54077060,54,54077,,Salas de cine,Misiones,Libertador Grl. San Martin,Puerto Rico,Cine Teatro Municipal San Martin,Av. San Martin 1474,s/d,3334,3743,422400,cultura.puertoricomnes@gmail.com,https://www.facebook.com/Cine-Teatro-San-Martin-Puerto-Rico-Misiones-611780998973270/,,-2681182100,-5502552000,Localización precisa,INCAA / SInCA,Público municipal,1,520,,2018
54063030,54,54063,,Salas de cine,Misiones,Iguazu,Puerto Iguazú,Cine Panoramic Grand,Paraguay 372,s/d,3370,3757,498100,s/d,http://www.panoramicgrand.com,,-2559339300,-5457574400,Localización precisa,INCAA / SInCA,Privado comercial,1,40,,2018
54028030,54,54028,,Salas de cine,Misiones,Capital,Posadas,Del Conocimiento,Ruta 12 Y Acceso Oeste (Av. Ulises Lopez),s/d,3300,3764,191010,info@imaxdelconocimiento.com,https://www.parquedelconocimiento.com/,,-2739619800,-5596347700,Localización precisa,INCAA / SInCA,Público provincial,1,546,si,2018
54091080,54,54091,,Salas de cine,Misiones,Obera,Oberá,Cine Casinos,Av. Sarmiento 1044,s/d,3360,3755,425011,cinesobera@arnetbiz.com.ar,www.cinescasinoobera.com.ar/,,-2748614000,-5512317200,Localización precisa,INCAA / SInCA,Privado comercial,2,292,,2018
54028030,54,54028,,Salas de cine,Misiones,Capital,Posadas,Sunstar,Bolivar 1979,s/d,3300,376,438666,gerente.posadas@sunstar.com,http://www.cinesunstar.com/,,-2736677500,-5589562600,Localización precisa,INCAA / SInCA,Privado comercial,4,559,,2018
54091080,54,54091,,Salas de cine,Misiones,Obera,Oberá,Cine Teatro Obera,San Martin 1069,s/d,3360,3755,408625,cineteatro.obera@outlook.com,https://www.facebook.com/CineTeatroObera/,,-2748820800,-5512230500,Localización precisa,INCAA / SInCA,Público municipal,1,220,si,2018
58035070,58,58035,,Salas de cine,Neuquén,Confluencia,Neuquén,Village,Av. Antartida Argentina 1111,s/d,8300,2994,471500,village.neuquen@village.com.ar,https://www.villagecines.com/,,-3894753500,-6808014100,Localización precisa,INCAA / SInCA,Privado comercial,7,1894,,2018
58035070,58,58035,,Salas de cine,Neuquén,Confluencia,Neuquén,Cine Teatro Español,Av. Argentina 245,s/d,8300,2994,429747,clau_diaz@hotmail.com,https://www.facebook.com/cineteatronqn/,,-3895250200,-6805886850,Localización precisa,INCAA / SInCA,Privado comercial,1,639,si,2018
58035040,58,58035,,Salas de cine,Neuquén,Confluencia,Cutral-Co,Cine Rex Cutral-Co,Av. Del Trabajo 676,s/d,8200,s/d,s/d,iturbemariano@gmail.com,http://www.cinerexcutralco.com.ar/index.php,,-3893714500,-6922888600,Localización precisa,INCAA / SInCA,Privado comercial,1,290,,2018
58056010,58,58056,,Salas de cine,Neuquén,Lacar,San Martín de los Andes,Centro Cultural Costema,Gral. Roca 1154,s/d,8370,2972,428399,cccotesma@cotesma.com.ar,http://centrocultural.cotesma.com.ar/agenda-de-cine,,-4015738300,-7135183720,Localización precisa,INCAA / SInCA,Privado comercial,2,398,si,2018
58112040,58,58112,,Salas de cine,Neuquén,Zapala,Zapala,Cine Teatro Municipal Amado Sapag,San Martin 281,s/d,8340,2942,421664,jjjeldrez@hotmail.com,https://www.facebook.com/Cine-Teatro-de-Zapala-1558752601048983/,,-3890354560,-7006491820,Localización precisa,INCAA / SInCA,Público municipal,1,738,si,2018
,,,,,,,,,,,,,,,,,,,,,,,,,
